>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.containsKey,36,6,12,16.666666666666664,33.33333333333333,0,2
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.findInsertionIndex,81,18,35,22.22222222222222,43.20987654320987,0,5
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.remove,44,6,12,13.636363636363635,27.27272727272727,0,2
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.containsKey,16,5,6,31.25,37.5,0,0
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.put,26,6,10,23.076923076923077,38.46153846153847,0,1
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.growTable,27,5,10,18.51851851851852,37.03703703703704,0,2
@@ org.apache.commons.math3.util.OpenIntToDoubleHashMap.shouldGrowTable,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.<init>,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.<init>,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.addElement,14,2,3,14.285714285714285,21.428571428571427,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.addElementRolling,18,4,5,22.22222222222222,27.77777777777778,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.substituteMostRecentElement,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.checkContractExpand,16,4,6,25.0,37.5,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.discardExtremeElements,25,6,8,24.0,32.0,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.expand,16,2,3,12.5,18.75,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.getElement,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.getExpansionMode,9,3,3,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.setElement,27,5,6,18.51851851851852,22.22222222222222,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.setExpansionMode,16,6,9,37.5,56.25,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.setNumElements,17,3,4,17.647058823529413,23.52941176470588,0,0
@@ org.apache.commons.math3.util.ResizableDoubleArray.shouldContract,22,4,6,18.181818181818183,27.27272727272727,0,1
@@ org.apache.commons.math3.util.ResizableDoubleArray.equals,68,19,26,27.941176470588236,38.23529411764706,0,9
@@ org.apache.commons.math3.util.CombinatoricsUtils$SingletonIterator.next,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.math3.util.DefaultTransformer.transform,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ org.apache.commons.math3.util.DefaultTransformer.equals,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.util.FastMathCalc.buildSinCosTables,60,9,16,15.0,26.666666666666668,0,7
@@ org.apache.commons.math3.util.FastMathCalc.slowCos,31,9,16,29.03225806451613,51.61290322580645,0,4
@@ org.apache.commons.math3.util.FastMathCalc.slowSin,31,9,16,29.03225806451613,51.61290322580645,0,4
@@ org.apache.commons.math3.util.FastMathCalc.slowexp,16,4,6,25.0,37.5,0,1
@@ org.apache.commons.math3.util.FastMathCalc.split,8,3,5,37.5,62.5,0,0
@@ org.apache.commons.math3.util.FastMathCalc.resplit,10,3,5,30.0,50.0,0,0
@@ org.apache.commons.math3.util.FastMathCalc.splitReciprocal,17,6,8,35.294117647058826,47.05882352941176,0,0
@@ org.apache.commons.math3.util.FastMathCalc.expint,20,7,11,35.0,55.00000000000001,0,1
@@ org.apache.commons.math3.util.FastMathCalc.slowLog,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.util.FastMathCalc.printarray,26,4,7,15.384615384615385,26.923076923076923,0,2
@@ org.apache.commons.math3.util.FastMathCalc.printarray,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.math3.util.FastMathCalc.format,5,3,4,60.0,80.0,0,0
@@ org.apache.commons.math3.util.FastMathCalc.checkLen,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.util.CombinatoricsUtils.binomialCoefficient,69,11,25,15.942028985507244,36.231884057971016,0,4
@@ org.apache.commons.math3.util.CombinatoricsUtils.binomialCoefficientDouble,37,8,16,21.62162162162162,43.24324324324324,0,1
@@ org.apache.commons.math3.util.CombinatoricsUtils.binomialCoefficientLog,53,13,25,24.528301886792452,47.16981132075472,0,5
@@ org.apache.commons.math3.util.CombinatoricsUtils.factorial,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.math3.util.CombinatoricsUtils.factorialDouble,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.math3.util.CombinatoricsUtils.factorialLog,20,4,7,20.0,35.0,0,1
@@ org.apache.commons.math3.util.CombinatoricsUtils.stirlingS2,91,21,42,23.076923076923077,46.15384615384615,0,13
@@ org.apache.commons.math3.util.CombinatoricsUtils.combinationsIterator,19,4,7,21.052631578947366,36.84210526315789,0,1
@@ org.apache.commons.math3.util.CombinatoricsUtils.checkBinomial,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ org.apache.commons.math3.util.BigReal.equals,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.math3.complex.ComplexFormat.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.complex.ComplexFormat.<init>,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.math3.complex.ComplexFormat.<init>,14,5,8,35.714285714285715,57.14285714285714,0,1
@@ org.apache.commons.math3.complex.ComplexFormat.format,15,4,8,26.666666666666668,53.333333333333336,0,1
@@ org.apache.commons.math3.complex.ComplexFormat.formatImaginary,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.math3.complex.ComplexFormat.format,16,3,4,18.75,25.0,0,0
@@ org.apache.commons.math3.complex.ComplexFormat.parse,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.complex.ComplexFormat.parse,31,7,13,22.58064516129032,41.935483870967744,0,2
@@ org.apache.commons.math3.complex.ComplexUtils.polar2Complex,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.complex.ComplexUtils.convertToComplex,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.complex.Complex.<init>,14,7,11,50.0,78.57142857142857,0,1
@@ org.apache.commons.math3.complex.Complex.abs,30,6,10,20.0,33.33333333333333,0,1
@@ org.apache.commons.math3.complex.Complex.add,13,3,5,23.076923076923077,38.46153846153847,0,1
@@ org.apache.commons.math3.complex.Complex.add,11,3,5,27.27272727272727,45.45454545454545,0,1
@@ org.apache.commons.math3.complex.Complex.conjugate,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.divide,34,10,15,29.411764705882355,44.11764705882353,0,6
@@ org.apache.commons.math3.complex.Complex.divide,20,6,11,30.0,55.00000000000001,0,1
@@ org.apache.commons.math3.complex.Complex.reciprocal,31,7,10,22.58064516129032,32.25806451612903,0,2
@@ org.apache.commons.math3.complex.Complex.equals,29,6,10,20.689655172413794,34.48275862068966,0,2
@@ org.apache.commons.math3.complex.Complex.hashCode,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.complex.Complex.multiply,32,7,14,21.875,43.75,0,2
@@ org.apache.commons.math3.complex.Complex.multiply,18,4,7,22.22222222222222,38.88888888888889,0,1
@@ org.apache.commons.math3.complex.Complex.multiply,22,6,12,27.27272727272727,54.54545454545454,0,1
@@ org.apache.commons.math3.complex.Complex.negate,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.subtract,13,3,5,23.076923076923077,38.46153846153847,0,1
@@ org.apache.commons.math3.complex.Complex.subtract,11,3,5,27.27272727272727,45.45454545454545,0,1
@@ org.apache.commons.math3.complex.Complex.acos,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.complex.Complex.asin,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.complex.Complex.atan,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.complex.Complex.cos,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.cosh,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.exp,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.log,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.sin,8,2,2,25.0,25.0,0,1
@@ org.apache.commons.math3.complex.Complex.sinh,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.complex.Complex.sqrt,26,6,9,23.076923076923077,34.61538461538461,0,1
@@ org.apache.commons.math3.complex.Complex.tan,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.complex.Complex.tanh,22,5,9,22.727272727272727,40.909090909090914,0,0
@@ org.apache.commons.math3.complex.Complex.nthRoot,31,5,9,16.129032258064516,29.03225806451613,0,1
@@ org.apache.commons.math3.complex.Complex.valueOf,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.math3.complex.Complex.valueOf,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.complex.Quaternion.<init>,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.complex.Quaternion.normalize,12,2,2,16.666666666666664,16.666666666666664,0,0
@@ org.apache.commons.math3.complex.Quaternion.equals,31,7,12,22.58064516129032,38.70967741935484,0,1
@@ org.apache.commons.math3.complex.Quaternion.hashCode,13,2,4,15.384615384615385,30.76923076923077,0,0
@@ org.apache.commons.math3.complex.Quaternion.equals,32,5,8,15.625,25.0,0,1
@@ org.apache.commons.math3.complex.Quaternion.isPureQuaternion,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.complex.Quaternion.getPositivePolarForm,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.complex.Quaternion.getInverse,12,2,2,16.666666666666664,16.666666666666664,0,1
@@ org.apache.commons.math3.complex.RootsOfUnity.isCounterClockWise,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.complex.RootsOfUnity.computeRoots,31,6,9,19.35483870967742,29.03225806451613,0,1
@@ org.apache.commons.math3.complex.RootsOfUnity.getReal,20,4,7,20.0,35.0,0,1
@@ org.apache.commons.math3.complex.RootsOfUnity.getImaginary,25,5,9,20.0,36.0,0,1
@@ org.apache.commons.math3.optimization.LeastSquaresConverter.<init>,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.optimization.LeastSquaresConverter.<init>,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.math3.optimization.LeastSquaresConverter.value,71,9,19,12.676056338028168,26.76056338028169,0,6
@@ org.apache.commons.math3.optimization.SimpleVectorValueChecker.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optimization.SimpleVectorValueChecker.converged,34,9,16,26.47058823529412,47.05882352941176,0,2
@@ org.apache.commons.math3.optimization.BaseMultivariateVectorMultiStartOptimizer.<init>,11,4,6,36.36363636363637,54.54545454545454,0,1
@@ org.apache.commons.math3.optimization.BaseMultivariateVectorMultiStartOptimizer.getOptima,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.optimization.BaseMultivariateVectorMultiStartOptimizer.optimize,34,7,10,20.588235294117645,29.411764705882355,0,2
@@ org.apache.commons.math3.optimization.Weight.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optimization.PointValuePair.<init>,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.math3.optimization.PointValuePair.getPoint,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.math3.optimization.PointVectorValuePair.<init>,11,6,9,54.54545454545454,81.81818181818183,0,1
@@ org.apache.commons.math3.optimization.PointVectorValuePair.getPoint,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.math3.optimization.PointVectorValuePair.getValue,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.math3.optimization.BaseMultivariateVectorMultiStartOptimizer$1.compare,9,4,6,44.44444444444444,66.66666666666666,0,0
@@ org.apache.commons.math3.optimization.BaseMultivariateVectorMultiStartOptimizer$1.weightedResidual,16,2,4,12.5,25.0,0,0
@@ org.apache.commons.math3.optimization.BaseMultivariateMultiStartOptimizer.<init>,11,4,6,36.36363636363637,54.54545454545454,0,1
@@ org.apache.commons.math3.optimization.BaseMultivariateMultiStartOptimizer.getOptima,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.optimization.BaseMultivariateMultiStartOptimizer.optimize,32,7,10,21.875,31.25,0,2
@@ org.apache.commons.math3.optimization.SimpleValueChecker.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optimization.SimpleValueChecker.converged,22,6,9,27.27272727272727,40.909090909090914,0,0
@@ org.apache.commons.math3.optimization.SimplePointChecker.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optimization.SimplePointChecker.converged,34,9,16,26.47058823529412,47.05882352941176,0,2
@@ org.apache.commons.math3.optimization.BaseMultivariateMultiStartOptimizer$1.compare,16,5,8,31.25,50.0,0,0
@@ org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser.<init>,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser.findMaxY,22,5,13,22.727272727272727,59.09090909090909,0,0
@@ org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser.interpolateXAtY,20,4,6,20.0,30.0,0,1
@@ org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser.getInterpolationPointsForY,41,12,24,29.268292682926827,58.536585365853654,0,2
@@ org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser.isBetween,16,6,8,37.5,50.0,0,0
@@ org.apache.commons.math3.optimization.fitting.CurveFitter$OldTheoreticalValuesFunction.value,10,1,3,10.0,30.0,0,0
@@ org.apache.commons.math3.optimization.fitting.CurveFitter$OldTheoreticalValuesFunction$1.value,10,1,3,10.0,30.0,0,0
@@ org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare,32,12,20,37.5,62.5,0,2
@@ org.apache.commons.math3.optimization.fitting.CurveFitter$TheoreticalValuesFunction.value,10,1,3,10.0,30.0,0,0
@@ org.apache.commons.math3.optimization.fitting.CurveFitter$TheoreticalValuesFunction.value,36,5,9,13.88888888888889,25.0,0,3
@@ org.apache.commons.math3.optimization.fitting.CurveFitter.fit,27,3,5,11.11111111111111,18.51851851851852,0,1
@@ org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser.<init>,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser.sortObservations,47,11,23,23.404255319148938,48.93617021276596,0,7
@@ org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser.guessAOmega,89,14,29,15.730337078651685,32.58426966292135,0,8
@@ org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser.guessPhi,23,2,4,8.695652173913043,17.391304347826086,0,1
@@ org.apache.commons.math3.optimization.direct.MultivariateFunctionMappingAdapter.<init>,77,15,33,19.480519480519483,42.857142857142854,0,10
@@ org.apache.commons.math3.optimization.direct.MultivariateFunctionMappingAdapter.unboundedToBounded,15,2,4,13.333333333333334,26.666666666666668,0,0
@@ org.apache.commons.math3.optimization.direct.MultivariateFunctionMappingAdapter.boundedToUnbounded,15,2,4,13.333333333333334,26.666666666666668,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$DoubleIndex.equals,12,4,6,33.33333333333333,50.0,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$PopulationSize.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.<init>,11,2,3,18.181818181818183,27.27272727272727,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.doOptimize,348,99,167,28.448275862068968,47.98850574712644,0,368
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.parseOptimizationData,19,5,8,26.31578947368421,42.10526315789473,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.checkParameters,51,9,19,17.647058823529413,37.254901960784316,0,2
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.initializeCMA,67,10,14,14.925373134328357,20.8955223880597,0,7
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.updateEvolutionPaths,25,4,5,16.0,20.0,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.updateCovarianceDiagonalOnly,24,5,7,20.833333333333336,29.166666666666668,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.updateCovariance,61,6,10,9.836065573770492,16.39344262295082,0,2
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.updateBD,73,11,21,15.068493150684931,28.767123287671232,0,3
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.push,9,2,4,22.22222222222222,44.44444444444444,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.sortedIndices,23,4,7,17.391304347826086,30.434782608695656,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.log,21,5,9,23.809523809523807,42.857142857142854,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.sqrt,21,5,9,23.809523809523807,42.857142857142854,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.square,21,5,9,23.809523809523807,42.857142857142854,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.times,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.divide,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.selectColumns,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.triu,31,10,19,32.25806451612903,61.29032258064516,0,3
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.sumRows,25,5,9,20.0,36.0,0,2
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.diag,26,4,8,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.copyColumn,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.ones,10,2,4,20.0,40.0,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.eye,18,5,10,27.77777777777778,55.55555555555556,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.repmat,27,5,9,18.51851851851852,33.33333333333333,0,2
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.sequence,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.max,30,8,15,26.666666666666668,50.0,0,3
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.min,30,8,15,26.666666666666668,50.0,0,3
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.max,23,5,13,21.73913043478261,56.52173913043478,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.min,23,5,13,21.73913043478261,56.52173913043478,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.inverse,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.reverse,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.randn,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer.randn1,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$Sigma.<init>,19,5,10,26.31578947368421,52.63157894736842,0,1
@@ org.apache.commons.math3.optimization.direct.NelderMeadSimplex.iterate,182,27,43,14.835164835164836,23.626373626373624,0,33
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction.value,16,4,4,25.0,25.0,0,0
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction.isFeasible,24,7,15,29.166666666666668,62.5,0,2
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction.repair,37,7,16,18.91891891891892,43.24324324324324,0,2
@@ org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction.penalty,20,4,6,20.0,30.0,0,1
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.doOptimize,14,4,5,28.57142857142857,35.714285714285715,0,0
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.bobyqa,90,11,28,12.222222222222221,31.11111111111111,0,13
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.bobyqb,2197,877,1207,39.91807009558489,54.93855257168867,23,23760
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.altmov,710,189,337,26.619718309859152,47.46478873239436,0,724
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.prelim,388,72,144,18.556701030927837,37.11340206185567,0,209
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.trsbox,1194,597,835,50.0,69.93299832495813,3,3539
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.update,146,24,47,16.43835616438356,32.19178082191781,0,19
@@ org.apache.commons.math3.optimization.direct.BOBYQAOptimizer.setup,49,8,16,16.3265306122449,32.6530612244898,0,1
@@ org.apache.commons.math3.optimization.direct.SimplexOptimizer$2.compare,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.math3.optimization.direct.SimplexOptimizer.parseOptimizationData,15,4,6,26.666666666666668,40.0,0,1
@@ org.apache.commons.math3.optimization.direct.SimplexOptimizer.doOptimize,62,19,32,30.64516129032258,51.61290322580645,0,6
@@ org.apache.commons.math3.optimization.direct.PowellOptimizer.<init>,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.math3.optimization.direct.PowellOptimizer.doOptimize,150,44,80,29.333333333333332,53.333333333333336,0,39
@@ org.apache.commons.math3.optimization.direct.PowellOptimizer.newPointAndDirection,15,2,4,13.333333333333334,26.666666666666668,0,0
@@ org.apache.commons.math3.optimization.direct.MultivariateFunctionPenaltyAdapter.<init>,38,7,14,18.421052631578945,36.84210526315789,0,1
@@ org.apache.commons.math3.optimization.direct.MultivariateFunctionPenaltyAdapter.value,86,14,33,16.27906976744186,38.372093023255815,0,10
@@ org.apache.commons.math3.optimization.direct.MultiDirectionalSimplex.iterate,24,3,4,12.5,16.666666666666664,0,1
@@ org.apache.commons.math3.optimization.direct.MultiDirectionalSimplex.evaluateNewSimplex,29,4,7,13.793103448275861,24.137931034482758,0,2
@@ org.apache.commons.math3.optimization.direct.PowellOptimizer$LineSearch$1.value,19,2,4,10.526315789473683,21.052631578947366,0,1
@@ org.apache.commons.math3.optimization.general.GaussNewtonOptimizer.doOptimize,102,20,31,19.607843137254903,30.392156862745097,0,30
@@ org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer.doOptimize,450,121,212,26.88888888888889,47.11111111111111,0,540
@@ org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer.determineLMParameter,382,70,116,18.32460732984293,30.36649214659686,0,150
@@ org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer.determineLMDirection,227,45,80,19.823788546255507,35.24229074889868,0,49
@@ org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer.qrDecomposition,169,46,77,27.218934911242602,45.562130177514796,0,46
@@ org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer.qTy,46,6,10,13.043478260869565,21.73913043478261,0,4
@@ org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer.setInitialStep,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer.doOptimize,154,37,60,24.025974025974026,38.961038961038966,0,41
@@ org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer.findUpperBound,18,4,8,22.22222222222222,44.44444444444444,0,1
@@ org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizer$LineSearchFunction.value,30,4,7,13.333333333333334,23.333333333333332,0,2
@@ org.apache.commons.math3.optimization.linear.SimplexSolver.getPivotColumn,22,5,12,22.727272727272727,54.54545454545454,0,1
@@ org.apache.commons.math3.optimization.linear.SimplexSolver.getPivotRow,120,38,73,31.666666666666664,60.83333333333333,0,20
@@ org.apache.commons.math3.optimization.linear.SimplexSolver.doIteration,24,6,11,25.0,45.83333333333333,0,1
@@ org.apache.commons.math3.optimization.linear.SimplexSolver.solvePhase1,12,4,6,33.33333333333333,50.0,0,1
@@ org.apache.commons.math3.optimization.linear.SimplexSolver.doOptimize,5,1,2,20.0,40.0,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.<init>,12,4,5,33.33333333333333,41.66666666666667,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.initializeColumnLabels,44,10,14,22.727272727272727,31.818181818181817,0,3
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.createTableau,91,26,34,28.57142857142857,37.362637362637365,0,12
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.normalizeConstraints,6,1,2,16.666666666666664,33.33333333333333,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.normalize,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.getNumObjectiveFunctions,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.getConstraintTypeCounts,11,3,6,27.27272727272727,54.54545454545454,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.getInvertedCoefficientSum,13,2,4,15.384615384615385,30.76923076923077,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.getBasicRow,32,9,19,28.125,59.375,0,7
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.dropPhase1Objective,86,19,32,22.093023255813954,37.2093023255814,0,9
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.isOptimal,18,4,8,22.22222222222222,44.44444444444444,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.getSolution,63,21,30,33.33333333333333,47.61904761904761,0,10
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.divideRow,12,2,4,16.666666666666664,33.33333333333333,0,0
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.subtractRow,22,4,6,18.181818181818183,27.27272727272727,0,1
@@ org.apache.commons.math3.optimization.linear.SimplexTableau.equals,79,12,22,15.18987341772152,27.848101265822784,0,2
@@ org.apache.commons.math3.optimization.linear.LinearConstraint.<init>,16,2,4,12.5,25.0,0,1
@@ org.apache.commons.math3.optimization.linear.LinearConstraint.equals,31,6,10,19.35483870967742,32.25806451612903,0,2
@@ org.apache.commons.math3.optimization.linear.Relationship.oppositeRelationship,9,3,3,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.optimization.linear.LinearObjectiveFunction.equals,23,5,8,21.73913043478261,34.78260869565217,0,1
@@ org.apache.commons.math3.optimization.univariate.UnivariateMultiStartOptimizer$1.compare,16,5,8,31.25,50.0,0,0
@@ org.apache.commons.math3.optimization.univariate.BracketFinder.<init>,10,3,4,30.0,40.0,0,0
